epoch,dice_coef,loss,lr,val_dice_coef,val_loss
0,0.10886455327272415,0.023961203172802925,0.01,0.013446948491036892,0.027788963168859482
1,0.2222437709569931,0.016925841569900513,0.009997223,0.13013683259487152,0.00803948100656271
2,0.266850084066391,0.015384362079203129,0.009994445,0.12700095772743225,0.009242366068065166
3,0.2917438745498657,0.014520463533699512,0.009991669,0.012762745842337608,0.09119878709316254
4,0.30322518944740295,0.01419339794665575,0.009988895,0.21382106840610504,0.0065945591777563095
5,0.31970685720443726,0.013613525778055191,0.009986119,0.010821577161550522,0.06201665848493576
6,0.33111119270324707,0.013299345970153809,0.009983347,0.22172556817531586,0.006569596007466316
7,0.3388979732990265,0.013069582171738148,0.009980574,0.12489153444766998,0.007681649643927813
8,0.3537190556526184,0.01265060156583786,0.009977802,0.04382631182670593,0.022664453834295273
9,0.36205074191093445,0.012465793639421463,0.00997503,0.17650209367275238,0.007044315338134766
